Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover,agt_dat,year,stage_label,description,PAX_Hyperlink,PDF_Hyperlink,PAX_Local_Hyperlink,local_search
Ghana,Inter-group,171,Ghana: Local peace processes in Northern Region,Africa (excl MENA),2487,7,Kumasi Accord on Peace and Reconciliation Between the Various Ethnic Groups in the Northern Region of Ghana,1996-03-30,Multiparty signed/agreed,4.0,16773,IntraLocal,SubComp,FrAg,"Signatories not listed, but groups listed are Bassare, Dagomba, Gonja, Konkomba, Nanumba, Nawuri, Nchumuru. 

Page 1: 
At the fourth Kumasi meeting, 48 delegates from seven ethnic groups constituting chiefs, PPNT delegates, opinion and youth leaders were invited to work towards the search for durable resolution to the conflicts in the Northern Region of Ghana.",,,GHA,,452,,4750.0,,,,No,1,0,0,0,N,Northern Region,Region,9.405767,0.0,Y,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,Kumasi Accord on Peace and Reconciliation Between the Various Ethnic Groups in the Northern Region of Ghana (1996-03-30),1996,"Framework-substantive, comprehensive","Reconciliation agreement between conflicting ethnic groups in the Northern Region of Ghana. Predominantly addresses chieftaincy issues and customary legal structures, land reform, and mechanisms for transitional justice.",https://pax.peaceagreements.org/agreements/2487/,https://pax.peaceagreements.org/media/documents/ag2487_63ca7ac7d4415.pdf,https://pax.peaceagreements.org/agreements/local/2487,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=171&search_type=advanced-local
Bosnia and Herzegovina/Yugoslavia (former),Government/territory,125,Bosnia peace process,Europe and Eurasia,1210,1,Decisions on Mostar of 12 February 1997,1997-02-12,Multiparty signed/agreed,3.0,7294,IntraLocal,Imp,ExtSub,"President Izetbegovic, President Zubak, Co-Chairman Silajdzic, Vice-Chairman Tomic, Foreign Minister Prlic, Croatian Democratic Union of Bosnia and Herzegovina (HDZ) President Rajic, Democratic Action Party (SDA) Vice-President and Prime Minister Bicakcic, Mostar Mayor Prskalo and Deputy Mayor Orucevic","The meeting was chaired by the Principal Deputy High Representative, Mr. Michael Steiner. Also present were the Commander of the Stabilization Force (SFOR), General Crouch, Acting Police Commissioner Wasserman and Head of the Office of the High Representative South, Sir Martin Garrod.","Page 1, Untitled preamble
The participants committed themselves to undertake all efforts to calm down tensions, to overcome the present crisis and to implement fully existing Federation agreements, including the Mostar provisions of the Agreed Measures of the Federation Forum of 3 February.",BIH,,346,,398.0,,,215.0,No,1,0,0,0,Y,Mostar,City,43.344127,17.810621,Y,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,Decisions on Mostar of 12 February 1997 (1997-02-12),1997,Implementation,"This agreement aims to fully implement existing Federation agreements, and to address recent tensions, violence and displacement in Mostar. It provides for the International Police Task Force (IPTF) to investigate and cooperate with the Stabilization Force (SFOR) to provide security and guarantee freedom of movement for residents.",https://pax.peaceagreements.org/agreements/1210/,https://pax.peaceagreements.org/media/documents/ag1210_573341b1f00bd.pdf,https://pax.peaceagreements.org/agreements/local/1210,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=125&search_type=advanced-local
Ethiopia/Somalia/(Ogaden)/(Puntland),Inter-group,103,Somali Local Peace Processes,Africa (excl MENA),1855,1,Adadda Peace Agreement,1997-05-15,Multiparty signed/agreed,1.0,803,IntraLocal,SubComp,FrAg,Communities of Adadda.,,,SOM,ETH,520,530.0,337.0,,,,No,1,0,0,0,N,Adadda area,Region,7.897211,47.64199,Y,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,Adadda Peace Agreement (1997-05-15),1997,"Framework-substantive, comprehensive","Short agreement to be implemented by the community elders providing for management of resources according to customary law, preventing deforestation, preventing water catchment structures, reimbursement for those who have had their water catchments destroyed.",https://pax.peaceagreements.org/agreements/1855/,https://pax.peaceagreements.org/media/documents/ag1855_595e3f6262b00.pdf,https://pax.peaceagreements.org/agreements/local/1855,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=103&search_type=advanced-local
South Sudan,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),1813,1,Wunlit Dinka Nuer Covenant and Resolutions,1999-03-08,Multiparty signed/agreed,12.0,23599,IntraLocal,SubPar,MultIss,"Dinka and Nuer Chiefs, church, civil and community leaders, elders, women and youth",New Sudan Council of Churches (NSCC),conference for peaceful coexistence between Dinka Malual and the Messirryia tribes was held during the period from 14 to 18 November 2008 at Aweil town;,SSD,,626,,,,,,No,1,0,0,0,N,Border areas of Bahr el Ghazal and Western Upper Nile,Region,7.829816,29.686848,Y,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,Wunlit Dinka Nuer Covenant and Resolutions (1999-03-08),1999,"Framework-substantive, partial","The covenant and resolutions from the Wunlit Peace Conference, proposes past provision mechanisms for abductees, refugees, etc. Agreement continues by proposing a mechanism for peace keeping on the border between Dinka Nuer grazing lands as well as how to continue the peace processes to a regional level.",https://pax.peaceagreements.org/agreements/1813/,https://pax.peaceagreements.org/media/documents/ag1813_58a5995e26e94.pdf,https://pax.peaceagreements.org/agreements/local/1813,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),1814,1,Dinka Nuer West Bank Peace Council Communication,1999-09-30,Multiparty signed/agreed,10.0,22688,IntraLocal,Imp,ImpMod,"Twenty-three Council Members from the eleven counties and provinces along the border areas of Bahr el Ghazal and Western Upper Nile regions;
Sudan Telar Deng, Peace Council Chairman

Working Group 1: Return of Missing Persons, Abductees and Cattle
1.	Mrs. Awut Deng Acuil, Chairperson
2.	Mr. George Mut Nyang, Co-Chairman
3.	Mr. Gabriel Anyar Madut, Secretary
4.	Mr. Ambrose Akec Rong, Member
5.	Chief Malony Kulang, Member
6.	Chief Bahon Mabior Deng, Member
7.	Chief Gabriel Kuol Buth, Member
8.	Chief Manyiel Liany Wol, Member
9.	Chief Mathew Riek Toal, Member
10.	Chief Mangol Matet Dhieu, Member
11.	Judge Akec Ajuong Tokmac, Member
12.	Mrs. Elizabeth Nyamac Chan, Member
13.	Mrs. Rebeka Atet Makuei, Member
14.	Mrs. Elizabeth Nyankuer, Member
15.	Mrs. Sarah Nyiebol Kai, Member

Working Group II. Members
1.	Mario Muor Muor, Co-chairman
2.	Michael Thoat Jany, Co-chairman
3.	Andrew A. Yaak, Secretary
4.	Isaiah Alier Mashinkok, Member
5.	Ayan Maguat Ruai, Member
6.	Yar Malek Malual, Member
7.	James Gatwak Tap, Member
8.	James Ruai Keat, Member 
9.	Marco Pam Kap, Member
10.	Gideon Beding Jakgei, Member
11.	Aggostino Agany Dut, Member
12.	Peter Ring Patai, Meber
13.	Joseph Riak Gatkek, Member
14.	Daniel Ayual Makoi, Member
15.	Dabora Yar Jany, Member
16.	Juol Macok Lieny, Member
17.	Susana Ayen Macok, Member",New Sudan Council of Churches,"Pg 1, refers to ''Wunlit Dinka Nuer Covenant and Resolutions'.",SSD,,626,,,,,,No,1,0,0,0,N,Border areas of Bahr el Ghazal and Western Upper Nile,Region,7.82879,29.699208,Y,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,Dinka Nuer West Bank Peace Council Communication (1999-09-30),1999,Implementation,"Agreement is an implementation agreement from the Wunlit Conference that deals with past provisions for missing people, abductees, and cattle rustling. The agreement catelogs and deals with the specifics of these agenda items in detail.",https://pax.peaceagreements.org/agreements/1814/,https://pax.peaceagreements.org/media/documents/ag1814_58a5a9968ecb1.pdf,https://pax.peaceagreements.org/agreements/local/1814,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),1815,1,Waat Lou Nuer Covenant,1999-11-06,Multiparty signed/agreed,2.0,5068,IntraLocal,SubPar,MultIss,"Delegates came from all districts in addition to Lou who came from Malakal, Khartoum and foreign countries. 

Lou Nuer Peace and Governance Council Membership

Elected at Waat Lou Nuer Peace and Governance Conference

6 November 1999

Akobo District

    Michael Yien Jiek
    Executive Chief Thok Luak Yak
    Mrs. Mary Chol Kwany

Nyirol District

    Head Chief Peter Gatkek Tolciek
    James Yoal Lul
    Mrs. Elizabeth Nyagun Chuol

Dirror District

    Head Chief Majok Rambang
    Rebecka Nyanyak Wictuor
    John Kutei Mut

Pulchuol District

    Head Chief Dhuor Luak Loth
    Buk Malual Muol
    Thomas Lual Puot

Wuror District

    Head Chief Gatluak Thou Kuony
    Stephen Maluit Chuol
    Elizabeth Nyayonga Chuol

Waat District

    Head Chief Kai Gatkal Ngundeng
    Mrs. Mary Nyayuok Jany
    Nyang Kerjiok Char

At-Large Members

    Gabriel Yoal Dok, Chairperson
    John Luk Jok , Secretary
    Gatliak Gatlou Riak
    Nyang Chuol Dhuor
    Majok Guandong
    Kueth Luak Kok
    John Jok Yoal Gai
    Hoth Gor Luak
    Chuol Rambang
    Ket Gang Lual
    Stephen Tut Puol
    Cdr. Peter Bol Kong
    Cdr. David Reath Malual
    Cdr. Taban Juc
    Cdr. Chot Riek Pathot
    Dr. Wal Duany
    Rev. David Kueat Wicluak
    Rev. Peter Tut Pur",New Sudan Council of Churches (NSCC),,SSD,,626,,,,,,No,1,0,0,0,N,Jonglei state,Region,8.20178,32.157839,Y,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,Waat Lou Nuer Covenant (1999-11-06),1999,"Framework-substantive, partial",Short agreement aiming at establishing peace between factions of the Lou Nuer by increasing local governance and customary law as well as the separation of powers.,https://pax.peaceagreements.org/agreements/1815/,https://pax.peaceagreements.org/media/documents/ag1815_58a5c371d0f71.pdf,https://pax.peaceagreements.org/agreements/local/1815,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan/Sudan/(Southern Kordofan - Blue Nile - Abyei),Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2523,7,Peace Agreement,2000-04-04,Multiparty signed/agreed,2.0,3051,IntraLocal,SubPar,MultIss,"Dinka (Abyei, Tweig and Gourgrial) and the Messireya, under the supervision of 2 IC - for Brigadier 8 Commander Simon Deng Sawein.

The Signatories are:
1.	Mr. James Paul Adyang — President/Head of the committee
2.	Mr. Lozario Deng Bak — Deputy
3.	Sultan Chiri Majok Athwai — Member
4.	Al Amir and Sultan Garang Choi Bol — Member
5.	Al Amir and Sultan Nyol Tag — Member
6.	Mr. Deng Nyol Mathiang — Member
7.	Major Ngok Chiri Deng — Member
8.	Captain Juma'a Rehan Deng — Member
9.	Captain Deng Deng Ajak — Member
10.	Captain Gabriel Majak Malit — Member
11.	Captain Bol Bol Atem — Member
12.	First Lieutenant Alol Mayen Maraj

From the Messireya side, the following members signed the agreement:
1.	Mougdam Hamad Shakin
2.	Deij Osman Jama'a
3.	Jama'a Deiar Jama'a
4.	... Adam Madou
5.	Najeib Ousar Adam
6.	Al Dibeib Ahmed Na'em
7.	Ahmed Takou Khlaifa
8.	A/Rahman Houb Allah Jamal
9.	Dageein Doudou Ahmed",,,SSD,SDN,626,625.0,309.0,,,,No,0,0,1,0,N,"Abeyi, Tweig and Gougrial",Region,9.5167,28.6333,Y,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Peace Agreement (2000-04-04),2000,"Framework-substantive, partial","The local peace agreement in Sudan was signed on April 12, 2000, in Mulwal Agak area, between the Dinka (Abeyi, Tweig, and Gougrial) and the Messireya tribes. The agreement was supervised by Brigadier 8 Commander Simon Deng Sawein. The Dinka side agreed to recognize the Popular Movement and Sudanese Popular Liberation Army (SPLM/A) as the government fully responsible for the new Sudan, and demanded that nomads be strictly prohibited from carrying weapons in areas under the control of the SPLM. The agreement also specified the location of nomads, determined a location for trade activities, and required nomads to report to authorities before returning to their areas. Nomads were to pay a tax to the SPLM. On the other hand, the Messireya tribe requested protection of citizens and their properties, no shooting of their cows, and the cessation of cow theft. The peace committee agreed to all the conditions presented by the Messireya tribe.",https://pax.peaceagreements.org/agreements/2523/,https://pax.peaceagreements.org/media/documents/ag2523_63d7d656775b2.pdf,https://pax.peaceagreements.org/agreements/local/2523,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),1816,1,"Liliir Covenant between the Anyuak, Dinka, Jie, Kachipo, Murle and Nuer who attended the East Bank People-to-People Peace and Reconciliation Conference in
Liliir, Bor County, Upper Nile, Sudan",2000-05-15,Multiparty signed/agreed,2.0,3763,IntraLocal,SubPar,Iss,"A gathering of traditional and civil leaders was convened in Liliir (Bor, county), to reconcile the differences and conflicts between the Anyuak, Dinka (Bor & Padang), Jie, Kachipo, Murle (Boma) and Nuer (Gawaar & Lou)",Under the facilitation of the NSCC,,SSD,,626,,,,,,No,1,0,0,0,N,Upper Nile,Region,6.19193,31.570673,Y,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"Liliir Covenant between the Anyuak, Dinka, Jie, Kachipo, Murle and Nuer who attended the East Bank People-to-People Peace and Reconciliation Conference in
Liliir, Bor County, Upper Nile, Sudan (2000-05-15)",2000,"Framework-substantive, partial","Traditional and civil leaders met in Liliir (Bor, county), to reconcile the differences and conflicts between the Anyuak, Dinka (Bor & Padang), Jie, Kachipo, Murle (Boma) and Nuer (Gawaar & Lou). Agreement calls an amnesty, return of abductees, freedom of movement, that cross border arrangements are adhered to, good governance, human rights, respect for police, and the return of displaced peoples. Agreement mentions an appendix that was not attached.",https://pax.peaceagreements.org/agreements/1816/,https://pax.peaceagreements.org/media/documents/ag1816_58f8e6069c1a4.pdf,https://pax.peaceagreements.org/agreements/local/1816,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan/Sudan/(Southern Kordofan - Blue Nile - Abyei),Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2521,7,"Convention for fraternity and peaceful co-existence between Messiriya Tribes, (Ajaira) and the Denka of Abyei: 3 – 11 October 2001",2001-10-11,Multiparty signed/agreed,1.0,3368,IntraLocal,SubPar,MultIss,Messeriya tribes (Ajaira) and the Dinka of Abyei,,"Page 1, Reccomendations:,
The [Muglad] conference recommends the following:,
...8.Formation of a committee from both tribes and to let them understand the contents of the Convention for Fraternal and Peaceful Coexistence.",SSD,SDN,626,625.0,309.0,,,,No,0,0,1,0,N,Abyei,Region,11.0337,27.746185,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Convention for fraternity and peaceful co-existence between Messiriya Tribes, (Ajaira) and the Denka of Abyei: 3 – 11 October 2001 (2001-10-11)",2001,"Framework-substantive, partial","The Convention for Fraternity and Peaceful Coexistence between the Messiriya Tribes (Ajaira) and the Denka of Abyei, held from October 3-11, 2001, was a local peace agreement in the Abyei area of South Sudan. The agreement aimed to restore peaceful coexistence between the two tribes, who had previously coexisted peacefully for many years, but had experienced friction due to rebellion. The recommendations of the agreement included denouncing differences and factors of conflict, twinning between the tribes on pasture, agriculture, and other resources, ensuring the rights of citizenship for both tribes, and forming joint committees to tour states where displaced persons from Abyei currently live, among others.",https://pax.peaceagreements.org/agreements/2521/,https://pax.peaceagreements.org/media/documents/ag2521_63d7d0b37fe93.pdf,https://pax.peaceagreements.org/agreements/local/2521,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan/Sudan,Government/territory,111,Kordofan - Blue Nile - Abyei process,Africa (excl MENA),470,1,Nuba Mountains Ceasefire Agreement on Sudan,2002-01-19,Multiparty signed/agreed,15.0,25498,IntraLocal,Cea,Ceas,"FOR THE GOVERNMENT OF THE REPUBLIC OF SUDAN 
Dr. Mutrif Siddig Ali

FOR THE SUDAN PEOPLES' LIBERATION MOVEMENT/NUBA (SPLM/NUBA) 
Cdr. Abdul Aziz Adam El Hilu","AS WITNESSES:

FOR THE SWISS CONFEDERATION
Ambassador Josef Bucher

FOR THE UNITED STATES OF AMERICA
Col. Cecil Dennis Giddens","Page 1, Preamble, ... 
RECALLING the agreement reached between our representatives during the meetings which took place in Sudan from the 6th - 13th of December 2001, to immediately observe and extend the current military stand-down and to apply it to the Nuba Mountains to facilitate the negotiation of the cease-fire and the relief and rehabilitation program;",SSD,SDN,626,625.0,309.0,,,836.0,No,1,0,0,0,Y,Nuba mountains (Southern Kordofan and the province of Lagawa in Western Kordofan),Region,12.000067,30.749996,Y,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Nuba Mountains Ceasefire Agreement on Sudan (2002-01-19),2002,Ceasefire,Ceasefire agreement calling for the redeployment of all combatants from the Nuba Mountains region. Empowers a Joint Military Commission to monitor the ceasefire. The agreement is renewable after six months upon agreement of both parties.,https://pax.peaceagreements.org/agreements/470/,https://pax.peaceagreements.org/media/documents/ag470_5e33206909d7b.pdf,https://pax.peaceagreements.org/agreements/local/470,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=111&search_type=advanced-local
South Sudan/Sudan/(Southern Kordofan - Blue Nile - Abyei),Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2522,7,Oath Ratification,2002-01-31,Multiparty signed/agreed,1.0,883,IntraLocal,SubPar,MultIss,Signed by 11 tribes leaders from both sides,"Brig. Abdel Rahman Hassan Omer
Commissioner of Abbiey region",,SSD,SDN,626,625.0,309.0,,,,No,0,0,1,0,N,Mugland and Abbiey,Region,9.132,29.7193,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Oath Ratification (2002-01-31),2002,"Framework-substantive, partial","Short local agreement in which the Dinka and Missiera tribal leaders vow to live together in reconciliation and peace, and to cooperate in rehabilitation and development of the regions, to stop hostilities, and reinstate justice.",https://pax.peaceagreements.org/agreements/2522/,https://pax.peaceagreements.org/media/documents/ag2522_63d7d1694b268.pdf,https://pax.peaceagreements.org/agreements/local/2522,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),1817,1,Declaration and Resolutions of the Chukudum Crisis Peace Conference,2002-08-20,Multiparty signed/agreed,10.0,13548,IntraLocal,SubPar,MultIss,"Johnson Juma Okot 
SPLM/A Deputy Regional Secretary 
For Equatoria Region 
Signed: 
Chief Lino Atiolmoi
Didinga Community","Witness: Telar Deng
Peace & Advocacy Coordinator
New Sudan Council of Churches",,SSD,,626,,,,,,No,1,0,0,0,N,Budi County and surrounding areas,Region,4.231335,33.493195,Y,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,Declaration and Resolutions of the Chukudum Crisis Peace Conference (2002-08-20),2002,"Framework-substantive, partial","Agreement between the Didinga and the SPLM/A (mostly-Dinka) to resolve local tensions including discrimination against Didinga in the SPLM/A (and the issue of Cpt. Lokot. Resolutions touch on the removal of landmines, integration of loclal militia into the SPLM/A, implement the National Mobilization and Reconciliation Commission points listed, a halt on ambushes on the roads, professionalization of police and prison services, professionalization of check points, a roundup of small arms, and the implementation of a representative council to oversee implementation.",https://pax.peaceagreements.org/agreements/1817/,https://pax.peaceagreements.org/media/documents/ag1817_58a5d191bf566.pdf,https://pax.peaceagreements.org/agreements/local/1817,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
South Sudan/Sudan,Inter-group,24,South Sudan: Pre-secession Local Peace Processes,Africa (excl MENA),2536,7,Outcome of the First Consultative Pankar Agreement,2002-09-20,Multiparty signed/agreed,33.0,59938,IntraLocal,SubPar,MultIss,"APPENDIX III 
List of participants attending the meeting: 

Yirol County: 

1. Rin Tueny Mabor, SPLM County Secretary

2. Sarah Yar Mabel, Womans Association

3. Rebecca Aluel, Womens Association

4. Bahon Mabor Deng, Regional Court President

5. Reecdit Anyieth, Regional Court President

6. Zande Cuor Yol, Payam Administrator, Abang

7. Abednego Akol Ayung

8. Reech Anyieth, Court President

9. Garang Manyang Jok, Court President

10.Mayan Arter Biliu, Excecutive Chief 

11. Ri n Gach Agora, Excecutive Chief

12. Deborah Yar

13. Nadima Bahon, Paramount Chief, Abang Payam

14. Dr. Pauline Riak, Director, SURDA - Abang Payam

15. Bullen Kot, Yirol County Hospital

Cuiebet County

1. John Lat Zakaria, SPLM County Secretary

2. Anyijong Manyang Dior, Abrieu Payam

3. Macar Maper, Chairman, Abrieu Payam

4. Mangar Martal, Executive Chief

5. Martha Cawat Akat, Women Association

6. Makoro Jer M., Executive Chief 

Toni County  

1. Kuol Deng Kuol, SPLM County Secretary

2. Peter Malou, Payam Court 

3. Gum Mading Acubeny, Court President, Jalwan

4. Yiel Deng Deng, Border Chief 

5. Mary Nyibol Arou

6. Chol Malok Deng, Executive Chief

Rumbek Count

1. Gabriel Anyar Madut, SPLM County Secretary

2. Elizabeth Agok Anyijong, Women Association

3. Alek-wei Dal Koc, Women Association

4. Maker Rokuot, Vice President Regional Court

5. Maker Watrut, Chief

6. Majak Agak Malol, Executive Chief, Pacong Payam 


Awerial County

1. Isaac Kon Anor, SPLM County Secretary

2. Manager Nhial, Payam Court, Alep

3. Maciek Robo, Regional Court, Alep

4. Mariam Pablo Jibi, Women's Association, Alep

5. Wec Thoc Wel, Chief, Atak Payam

Mvolo County

1. Isaac Deng Agok Tur, SPLM County Secretary

2. Charles King Alfred, SRRA Education Coordinator

3. Michael Taban, SRRA County Administrator

Cdr. Daniel Awet Akot, SPLM Leadership

Isaac Makur Buol, Religious Affairs Desk, SPLM

Jok Ayom Majak, BYDA

NSCC Staff

1. Telar Deng, Peace & Advocacy Coordinator

2. Awut Deng Acuil, Women Peace Mobilizer, Bahr el Ghazal Region

3. Riak Gok Majok, Assistant Communication Facilitator

4. Grace Maina, Peace & Advocacy Desk

5. Monica Nyalong Bol, Radio Voice of Hope Reporter, Bahr el Ghazal Region","Facilitation

1. Paul Murphy","Page 22, 4. 'FOLLOW UP' RECOMMENDATIONS, 
4.2 Tentative outline for developing a peace building programme/process for the sub Reolon,
...iv). Wunlit Peace Process
The Panakar meeting focused on internal issues currently .using instability in the counties, and did not include the issues associated with the communities displaced from Upper Nile and regulated under the Wunlit peace agreement. However, it was acknowledged that this agreement is a part of the sub region's overall strategy for keeping the peace and preserving unity. For this reason, the monitoring and implementation of the agreement will require further review and support as part of a wider, sub region plan.",SSD,,626,,309.0,,,,No,1,0,0,0,N,"Pankar Cluster (inluding Yirol County, Rubek, Tonj, Cueibet, Awerial, Mvolo)",Region,7.359,29.7194,Y,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,Outcome of the First Consultative Pankar Agreement (2002-09-20),2002,"Framework-substantive, partial","In 2002, a series of meetings were held in Pankar near lake Yirol by the New Sudan Council of Churches.  The objective of the meeting was to identify the causes of conflict in the six counties and recommend practical measures to build and maintain peace. The violent conflict between sections and clans of the Dinka communities and with neighboring groups had become a cause for concern, generating a demand for swift and decisive action to restore security and peace. The meeting aimed to develop a shared analysis of the causes and aggravating factors of conflicts, identify opportunities for building peace, and agree on a program for follow-up action.",https://pax.peaceagreements.org/agreements/2536/,https://pax.peaceagreements.org/media/documents/ag2536_6419bb08b40bf.pdf,https://pax.peaceagreements.org/agreements/local/2536,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=24&search_type=advanced-local
